"Time"	G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
200	0.2585608	0.1033654	0.1220575	0.6557417	0.4391475	0.7421982	0.3230745	0.1153963	0.0065163	0.1444242	0.3248194	0.3595018	0.5897212
250	0.2487492	0.0910156	0.0907089	0.7333793	0.3775677	0.6445540	0.3359420	0.1111430	0.0070396	0.0882494	0.2769297	0.4169601	0.5922023
300	0.2284165	0.0742794	0.0885044	0.6171570	0.4364035	0.5441950	0.3240593	0.1281310	0.0049252	0.1194435	0.2447543	0.4288893	0.7868671
350	0.2298335	0.0681791	0.1203739	0.5777764	0.4246886	0.6447338	0.3889173	0.1112227	0.0010432	0.1101831	0.2745720	0.3246013	0.6534160
400	0.2764198	0.0527151	0.1314584	0.5561010	0.4568571	0.8503738	0.2806539	0.0852692	0.0071206	0.0876474	0.2831695	0.3060279	0.5961664
450	0.2441617	0.0799815	0.1119306	0.6289565	0.4933146	0.5791343	0.3852868	0.0942264	0.0015511	0.0861797	0.3748767	0.3532945	0.6223644
500	0.1941689	0.0868252	0.1286974	0.6178389	0.4277574	0.4974523	0.3908970	0.1518187	0.0063833	0.1648675	0.2154911	0.3765001	0.6568777
550	0.1900226	0.1324240	0.1018438	0.5738149	0.4487771	0.6040965	0.3185631	0.0900989	0.0025450	0.2279416	0.2351903	0.3449163	0.5555091
600	0.2523845	0.1178510	0.1396616	0.6055050	0.4066289	0.5741396	0.4867989	0.0937656	0.0023343	0.2915512	0.1696993	0.3623842	0.5042934
650	0.2422517	0.1093211	0.1194974	0.5805648	0.3717882	0.6199711	0.3128077	0.0578619	0.0011622	0.3573577	0.2193118	0.3260848	0.4864778
700	0.2020871	0.1404003	0.1626652	0.6310227	0.3847522	0.6377006	0.5286264	0.0709742	0.0025289	0.2788955	0.2787457	0.2902419	0.6490398
750	0.1795215	0.1416943	0.1589524	0.6524737	0.3845163	0.6494609	0.3367865	0.0844285	0.0028316	0.2509513	0.2109519	0.2661999	0.5266770
800	0.1863142	0.1143950	0.1038009	0.6838808	0.4510120	0.7094287	0.3409550	0.0540769	0.0003124	0.2334286	0.1737209	0.3011222	0.5896830
850	0.2338675	0.0759767	0.1031629	0.5621313	0.3941400	0.5512471	0.3138279	0.0610772	0.0012903	0.3108549	0.2274165	0.3205414	0.6065703
900	0.1965562	0.0511171	0.1240428	0.5681864	0.3547860	0.6682893	0.4319790	0.0566902	0.0008824	0.2623939	0.2112486	0.4164212	0.6300053
950	0.2370080	0.0891615	0.1102807	0.5771414	0.3966464	0.5249955	0.3346171	0.0603638	0.0004865	0.2924809	0.2114182	0.2827414	0.7436969
1000	0.2541761	0.1163100	0.1533199	0.6742172	0.4178579	0.6504118	0.3945567	0.0908554	0.0008004	0.2867156	0.2781987	0.3431734	0.6284611

0	0.2418176	0.0749665	0.0883083	0.6064430	0.5002518	0.6854358	0.3717948	0.0524395	0.0003943	0.3188716	0.2976603	0.3904726	0.5451020
50	0.2585099	0.1400992	0.3231712	0.6774419	0.3563374	0.7037435	0.3005979	0.0954205	0.0620114	0.2178697	0.2594833	0.2977245	0.5580944
100	0.2385489	0.0833500	0.3406531	0.7744408	0.3823045	0.7122392	0.1510518	0.0921076	0.1200560	0.2196944	0.2854372	0.3000758	0.5312861
